trader_id,pnl,risk_tol
277,9590.82,0.33
278,7396.70,0.42
279,8032.00,0.71
280,7781.96,0.88
281,2607.88,0.23
282,1818.81,0.58
283,8269.50,0.19
284,1149.40,0.82
285,4238.02,0.45
286,1754.21,0.34
287,4242.39,0.42
288,9584.59,0.99
289,2946.59,0.15
290,4566.62,0.92
291,1647.42,0.68
292,5001.80,0.73
293,6228.79,0.50
294,8635.58,0.63
295,9008.90,0.71
296,8136.72,0.98
297,2301.99,0.80
298,6634.20,0.43
299,2563.96,0.37
300,8144.52,0.87
301,9967.13,0.15
302,4009.25,0.13
303,2653.44,0.92
304,6932.24,0.71
305,6288.35,0.88
306,6379.53,0.38
307,1570.89,0.84
308,9224.28,0.13
309,9617.80,0.17
310,5253.01,0.22
311,3059.51,0.66
312,3417.96,0.95
313,5461.33,0.66
314,2832.05,0.54
315,8512.22,0.72
316,4697.18,0.85
317,6149.11,0.22
318,1912.17,0.41
319,2682.25,0.86
320,3969.51,0.82
321,3093.98,0.18
322,9240.87,0.75
323,8197.47,0.37
324,6928.71,0.40
325,2453.03,0.70
326,7986.84,0.44
327,1212.86,0.60
328,5992.97,0.18
329,2438.10,0.78
330,3362.78,0.90
331,4839.52,0.75
332,7400.15,0.18
333,1276.68,0.11
334,1049.58,0.33
335,7821.97,0.61
336,7785.67,0.71
337,8555.37,0.29
338,5338.73,0.27
339,6157.28,0.91
340,1135.77,0.10
341,5696.27,0.66
342,1695.81,0.13
343,4454.20,0.89
344,2749.11,0.88
345,4277.35,0.16
346,6723.44,0.32
347,5105.24,0.86
348,9413.36,0.83
349,9799.99,0.35
350,6238.22,0.88
351,3927.35,0.42
352,9767.69,0.37
353,1369.11,0.81
354,2712.46,0.48
355,5098.14,0.54
356,7307.24,0.83
357,2299.42,0.43
358,6837.32,0.13
359,5596.84,0.28
360,3053.66,0.61
361,9822.54,0.48
362,4891.35,0.31
363,8185.86,0.81
364,5384.91,0.37
365,5234.75,0.28
366,4917.04,0.29
367,3152.38,0.87
368,1667.59,0.83
369,9541.57,0.57
370,5044.72,0.38
371,9699.40,0.48
372,6399.45,0.71
373,3453.51,0.93
374,4266.53,0.73
375,1162.13,0.63
376,7191.66,0.53
377,1223.39,0.29
378,1458.50,0.22
379,5082.09,0.36
380,5821.52,0.95
381,5285.26,0.97
382,9844.66,0.75
383,1467.80,0.26
384,5880.15,0.94
385,5728.34,0.34
386,5978.09,0.87
387,4820.45,0.72
388,7352.14,0.43
389,6580.67,0.45
390,4172.43,0.20
391,5743.86,0.29
392,8038.86,0.24
393,3428.26,0.65
394,8547.93,0.22
395,5676.07,0.65
396,5695.77,0.19
397,1016.04,0.77
398,6256.04,0.68
399,7476.40,0.10
400,4968.93,0.85
401,9451.12,0.36
402,1978.33,0.37
403,6664.58,0.91
404,3752.99,0.23
405,1353.58,0.14
406,8268.12,0.48
407,6644.24,0.41
408,7535.68,0.80
409,1744.68,0.84
410,7236.64,0.51
411,9460.26,0.35
412,3107.05,0.70
413,9023.36,0.56
414,4691.63,0.66
415,8022.48,0.23
416,7629.01,0.77
417,4435.04,0.42
418,1784.89,0.56
419,4071.09,0.34
420,3298.62,0.13
421,3451.16,0.47
422,4980.87,0.64
423,1818.00,0.70
424,5195.92,0.97
425,8160.81,0.46
426,3905.14,0.56
427,2479.85,0.37
428,7595.64,0.54
429,2736.73,0.57
430,3563.65,0.65
431,3362.25,0.74
432,2178.17,0.30
433,7995.66,0.69
434,9610.32,0.31
435,2161.65,0.76
436,9150.90,0.25
437,8057.13,0.71
438,1137.11,0.62
439,6323.30,0.20
440,4422.20,0.37
441,8693.87,0.92
442,5490.14,0.53
443,3330.78,0.42
444,1648.57,0.46
445,8665.88,0.28
446,8472.27,0.50
447,9487.85,0.85
448,1569.74,0.41
449,5609.98,0.28
450,1322.69,0.68
451,2383.10,0.47
452,2795.04,0.65
453,9203.31,0.46
454,5330.77,0.57
455,2067.41,1.00
456,5827.74,0.26
457,6359.99,0.39
458,6733.39,0.37
459,3321.55,0.89
460,7212.43,0.70
461,3399.12,0.90
462,5167.47,0.92
463,9529.05,0.76
464,1044.59,0.52
465,2089.37,0.23
466,3999.20,0.75
467,1167.63,0.12
468,5621.08,0.82
469,3423.73,0.22
470,8526.17,0.88
471,7655.81,0.63
472,3648.42,0.19
473,3280.14,0.79
474,2049.41,0.47
475,3252.60,0.66
476,5128.75,0.41
477,3232.16,0.86
478,2341.75,0.27
479,9031.41,0.58
480,2427.94,0.85
481,5995.25,0.55
482,7319.24,0.44
483,2363.92,0.94
484,8412.93,0.81
485,2168.17,0.34
486,3978.18,0.90
487,4426.74,0.77
488,9540.57,0.64
489,2279.65,0.27
490,7981.87,0.68
491,8676.98,0.13
492,3622.67,0.82
493,3725.89,0.45
494,8924.90,0.27
495,2321.68,0.12
496,5696.20,0.46
497,5947.43,0.78
498,1409.14,0.38
499,3921.59,0.86
500,5242.17,0.95
